task_id	task_name	task_type	object_type	score_level	input_object_table	input_decoy_table	required_score_fields	assigned_split	allowed_splits	metric_family	is_formal_metric	is_dry_run_only	notes	scaffold_version
TASK_0044	rank_percentile_variant_prototype_locked	rank_percentile	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	rank_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0045	topk_recovery_variant_prototype_locked	topk_recovery	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	topk_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0046	enrichment_over_matched_background_variant_prototype_locked	enrichment_over_matched_background	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	matched_background_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0047	distance_to_evidence_variant_prototype_locked	distance_to_evidence	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	distance_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0048	overlap_with_region_variant_prototype_locked	overlap_with_region	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	overlap_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0049	diagnostic_only_variant_prototype_locked	diagnostic_only	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	join_and_leakage_diagnostic	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0050	matched_ranking_window_prototype_locked	matched_ranking	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	matched_background_rank_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0051	rank_percentile_window_prototype_locked	rank_percentile	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	rank_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0052	topk_recovery_window_prototype_locked	topk_recovery	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	topk_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0053	enrichment_over_matched_background_window_prototype_locked	enrichment_over_matched_background	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	matched_background_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0054	distance_to_evidence_window_prototype_locked	distance_to_evidence	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	distance_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0055	overlap_with_region_window_prototype_locked	overlap_with_region	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	overlap_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0056	diagnostic_only_window_prototype_locked	diagnostic_only	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	prototype_locked	dev;prototype_locked;source_disjoint_or_temporal	join_and_leakage_diagnostic	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0057	matched_ranking_gene_source_disjoint_or_temporal	matched_ranking	gene	gene	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_rank_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0058	rank_percentile_gene_source_disjoint_or_temporal	rank_percentile	gene	gene	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	rank_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0059	topk_recovery_gene_source_disjoint_or_temporal	topk_recovery	gene	gene	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	topk_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0060	enrichment_over_matched_background_gene_source_disjoint_or_temporal	enrichment_over_matched_background	gene	gene	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0061	distance_to_evidence_gene_source_disjoint_or_temporal	distance_to_evidence	gene	gene	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	distance_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0062	overlap_with_region_gene_source_disjoint_or_temporal	overlap_with_region	gene	gene	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	overlap_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0063	diagnostic_only_gene_source_disjoint_or_temporal	diagnostic_only	gene	gene	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	join_and_leakage_diagnostic	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0064	matched_ranking_qtl_interval_source_disjoint_or_temporal	matched_ranking	qtl_interval	region	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_rank_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0065	rank_percentile_qtl_interval_source_disjoint_or_temporal	rank_percentile	qtl_interval	region	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	rank_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0066	topk_recovery_qtl_interval_source_disjoint_or_temporal	topk_recovery	qtl_interval	region	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	topk_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0067	enrichment_over_matched_background_qtl_interval_source_disjoint_or_temporal	enrichment_over_matched_background	qtl_interval	region	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0068	distance_to_evidence_qtl_interval_source_disjoint_or_temporal	distance_to_evidence	qtl_interval	region	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	distance_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0069	overlap_with_region_qtl_interval_source_disjoint_or_temporal	overlap_with_region	qtl_interval	region	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	overlap_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0070	diagnostic_only_qtl_interval_source_disjoint_or_temporal	diagnostic_only	qtl_interval	region	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	join_and_leakage_diagnostic	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0071	matched_ranking_variant_source_disjoint_or_temporal	matched_ranking	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_rank_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0072	rank_percentile_variant_source_disjoint_or_temporal	rank_percentile	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	rank_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0073	topk_recovery_variant_source_disjoint_or_temporal	topk_recovery	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	topk_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0074	enrichment_over_matched_background_variant_source_disjoint_or_temporal	enrichment_over_matched_background	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0075	distance_to_evidence_variant_source_disjoint_or_temporal	distance_to_evidence	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	distance_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0076	overlap_with_region_variant_source_disjoint_or_temporal	overlap_with_region	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	overlap_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0077	diagnostic_only_variant_source_disjoint_or_temporal	diagnostic_only	variant	variant	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	join_and_leakage_diagnostic	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0078	matched_ranking_window_source_disjoint_or_temporal	matched_ranking	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_rank_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0079	rank_percentile_window_source_disjoint_or_temporal	rank_percentile	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	rank_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0080	topk_recovery_window_source_disjoint_or_temporal	topk_recovery	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	topk_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0081	enrichment_over_matched_background_window_source_disjoint_or_temporal	enrichment_over_matched_background	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	matched_background_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0082	distance_to_evidence_window_source_disjoint_or_temporal	distance_to_evidence	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	distance_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0083	overlap_with_region_window_source_disjoint_or_temporal	overlap_with_region	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	overlap_schema_dry_run	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
TASK_0084	diagnostic_only_window_source_disjoint_or_temporal	diagnostic_only	window	window	data/interim/evaluator_scaffold_v055/inputs/evaluator_object_input_table.tsv	data/interim/evaluator_scaffold_v055/inputs/evaluator_decoy_input_table.tsv	score_source;score_version;score_level;trait_id;score;score_direction;split_version	source_disjoint_or_temporal	dev;prototype_locked;source_disjoint_or_temporal	join_and_leakage_diagnostic	false	true	schema-only task manifest; no formal metric is calculated in 09A	evaluator_scaffold_v055_chr1_snp_prototype_v1
